DVM,OC_CMN_AUTOSYS_PARAM_LOOKUP,,
RICE_ID,SOURCE,TARGET,EXTRACT_NAME,LDG,CHILD_INT_ID,CHILD_VERSION,TERMINATION_DATE,EFFECTIVE_DATE,CHANGES_ONLY,FULL_LOAD
INT_CHR_OB_001,HCM,FTP,INT_CHR_OB_001_Person_Details,US Legislative Data Group,INT_CHR_OB_001_PRSN_DTLS,01.00.0000,,,Changes Attributes,Y
